className,amplifiedClass,targets,mutationScoreBefore,mutationScoreAfter,mutationImprove,numberOfOriginalTestMethods,targetLoc,testLoc,testAmpLoc,n_amplifiedMethods,n_notCoveredInOriginal,n_newCovered,n_notCoveredInAmplified,n_methodsNotProfiled,timeTotal,max_number_of_changes,numberOfProcessedMethods,testClassTimeToRunInMillis,numberOfAllMutationsInOriginal,numberOfTestMethodsBeforeShreding,timeBudgetFinished,duplicateMutants
PMBDF2StepperTest,PMBDF2StepperTest34,PMBDF2Stepper,94.44,94.44,0.00,5,15,94,0,0,1,0,1,0,20,0,5,107,18,5,False,0
PMBDF3SolverTest,PMBDF3SolverTest22,PMBDF3Solver,64.63,64.63,0.00,3,101,74,0,0,29,0,29,0,16,0,3,4,82,3,False,0
PMBDF3StepperTest,PMBDF3StepperTest28,PMBDF3Stepper,95.24,95.24,0.00,4,15,58,0,0,1,0,1,0,10,0,4,2,21,4,False,0
PMBDF4SolverTest,PMBDF4SolverTest22,PMBDF4Solver,64.71,64.71,0.00,3,148,82,0,0,36,0,36,0,21,0,3,4,102,3,False,0
PMBDF4StepperTest,PMBDF4StepperTest28,PMBDF4Stepper,95.83,95.83,0.00,4,17,80,0,0,1,0,1,0,7,0,4,2,24,4,False,0
PMBernoulliGeneratorTest,PMBernoulliGeneratorTest28,PMBernoulliGenerator,76.47,94.12,17.65,4,29,21,31,2,4,3,1,0,7,2,4,1,17,4,False,0
PMBinomialGeneratorTest,PMBinomialGeneratorTest22,PMBinomialGenerator,83.33,91.67,8.33,3,24,41,19,1,2,1,1,0,262,0,3,173,12,3,False,0
PMClusterFinderTest,PMClusterFinderTest22,PMClusterFinder,79.31,86.21,6.90,3,77,57,38,2,6,2,4,1,52,2,3,40,29,3,False,0
PMComplexTest,PMComplexTest72,PMComplex,74.25,78.08,3.84,67,460,94,54,15,94,14,87,15,3880,3,10,3,365,67,True,13
PMCovarianceAccumulatorTest,PMCovarianceAccumulatorTest10,PMCovarianceAccumulator,90.00,90.00,0.00,1,27,22,0,0,1,0,1,0,8,0,1,1,10,1,False,0
PMDataHolderTest,PMDataHolderTest10,PMDataHolder,0.00,100.00,100.00,1,4,4,18,1,1,1,0,0,4,1,1,0,1,1,False,0
PMDecimalFloatingNumberTest,PMDecimalFloatingNumberTest52,PMDecimalFloatingNumber,95.00,95.00,0.00,8,53,69,0,0,1,0,1,0,83,0,8,2,20,8,False,0
PMDualNumberTest,PMDualNumberTest94,PMDualNumber,94.12,94.96,0.84,30,153,145,0,0,7,1,7,4,349,0,15,3,119,30,False,0
PMErrorAsParameterFunctionTest,PMErrorAsParameterFunctionTest28,PMErrorAsParameterFunction,65.00,70.00,5.00,4,40,26,0,0,7,1,6,0,9,0,4,6,20,4,False,0
PMErrorMinimizerTest,PMErrorMinimizerTest10,PMErrorMinimizer,66.67,66.67,0.00,1,17,11,0,0,1,0,1,1,6,0,1,2,3,1,False,0
PMErrorOfParameterFunctionTest,PMErrorOfParameterFunctionTest58,PMErrorOfParameterFunction,74.29,77.14,2.86,9,97,84,39,3,27,3,24,0,90,0,9,7,105,9,False,0
PMExponentialDistributionTest,PMExponentialDistributionTest10,PMExponentialDistribution,17.50,20.00,2.50,1,82,8,13,1,33,1,32,6,17,2,1,2,40,1,False,0
PMExponentialGeneratorTest,PMExponentialGeneratorTest14,PMExponentialGenerator,90.00,100.00,10.00,3,25,21,12,1,1,1,0,0,2,0,1,4,10,3,False,0
PMFishmanMooreRandomGeneratorTest,PMFishmanMooreRandomGeneratorTest10,PMFishmanMooreRandomGenerator,30.00,70.00,40.00,1,13,8,30,1,7,4,3,1,3,0,1,1,10,1,False,0
PMFixpointTest,PMFixpointTest40,PMFixpoint,39.47,59.21,19.74,6,103,97,136,4,46,15,31,1,157,3,6,91,76,6,False,0
PMFunctionFitTest,PMFunctionFitTest16,PMFunctionFit,46.15,66.67,20.51,2,55,26,66,2,21,8,13,2,10,2,2,8,39,2,False,0
PMGaussianGeneratorTest,PMGaussianGeneratorTest9,PMGaussianGenerator,86.36,95.45,9.09,1,27,29,33,1,3,2,1,0,90,1,1,17,22,1,False,0
PMHeunStepperTest,PMHeunStepperTest34,PMHeunStepper,92.31,92.31,0.00,5,18,94,0,0,1,0,1,0,12,0,5,3,13,5,False,0
PMHyperDualNumberTest,PMHyperDualNumberTest82,PMHyperDualNumber,82.17,92.36,10.19,28,172,180,19,8,28,16,22,3,408,3,13,3,157,28,False,5
PMImplicitMidpointSolverTest,PMImplicitMidpointSolverTest10,PMImplicitMidpointSolver,42.86,42.86,0.00,1,19,8,0,0,4,0,4,0,3,0,1,1,7,1,False,0
PMImplicitMidpointStepperTest,PMImplicitMidpointStepperTest34,PMImplicitMidpointStepper,93.75,93.75,0.00,5,19,71,0,0,1,0,1,0,12,0,5,3,16,5,False,0
PMJacobiTransformationTest,PMJacobiTransformationTest16,PMJacobiTransformation,15.29,15.29,0.00,2,142,15,0,0,72,0,72,1,25,0,2,1,85,2,False,0
PMKDTreeTest,PMKDTreeTest33,PMKDTree,92.50,92.50,0.00,13,62,131,0,0,3,0,3,0,796,0,1,3545,40,13,True,0
PMKolmogorovSmirnov1SampleTest,PMKolmogorovSmirnov1SampleTest34,PMKolmogorovSmirnov1Sample,72.73,90.91,18.18,5,40,47,0,0,3,2,1,1,107,0,5,176,11,5,False,0
PMKolmogorovSmirnov2SampleTest,PMKolmogorovSmirnov2SampleTest28,PMKolmogorovSmirnov2Sample,85.45,90.91,5.45,4,94,50,0,0,8,3,5,1,110,0,4,5,55,4,False,0
PMKolmogorovsDistributionTest,PMKolmogorovsDistributionTest22,PMKolmogorovsDistribution,78.38,78.38,0.00,3,51,36,0,0,16,0,16,1,7,0,3,2,74,3,False,0
PMLaplaceGeneratorTest,PMLaplaceGeneratorTest10,PMLaplaceGenerator,33.33,100.00,66.67,1,12,4,24,2,2,2,0,0,1,1,1,0,3,1,False,0
PMMidpointStepperTest,PMMidpointStepperTest40,PMMidpointStepper,93.33,93.33,0.00,6,18,118,0,0,1,0,1,0,16,0,6,15,15,6,False,0
PMMultivariateNormalDistributionTest,PMMultivariateNormalDistributionTest28,PMMultivariateNormalDistribution,76.19,85.71,9.52,4,50,27,26,2,5,2,3,2,22,1,4,2,21,4,False,0
PMNDArrayTest,PMNDArrayTest94,PMNDArray,97.44,97.44,0.00,15,82,162,0,0,1,0,1,2,79,0,15,2,39,15,False,0
PMNNStoreTest,PMNNStoreTest76,PMNNStore,92.06,95.24,3.17,12,75,146,0,0,5,2,3,0,89,0,12,4,63,12,False,0
PMODESystemTest,PMODESystemTest28,PMODESystem,60.00,80.00,20.00,4,12,27,13,1,2,1,1,0,6,0,4,1,5,4,False,0
PMPermutationTest,PMPermutationTest34,PMPermutation,93.94,93.94,0.00,20,237,54,0,0,6,0,6,8,578,0,5,2,99,20,False,0
PMPoissonGeneratorTest,PMPoissonGeneratorTest28,PMPoissonGenerator,90.00,100.00,10.00,4,35,24,0,0,1,1,0,0,216,0,4,2,10,4,False,0
PMPolynomialTest,PMPolynomialTest40,PMPolynomial,82.84,87.31,4.48,21,168,54,57,6,23,6,18,8,316,3,6,4,134,21,False,3
PMQuaternionTest16To30,PMQuaternionTest94,PMQuaternion,75.92,83.61,7.69,15,387,90,207,9,72,23,49,5,560,2,15,3,299,31,False,0
PMRungeKuttaStepperTest,PMRungeKuttaStepperTest40,PMRungeKuttaStepper,96.00,96.00,0.00,6,22,93,0,0,1,0,1,0,12,0,6,4,25,6,False,0
PMSimpleParameterFunctionTest,PMSimpleParameterFunctionTest28,PMSimpleParameterFunction,88.46,96.15,7.69,4,57,32,16,1,3,2,1,0,9,0,4,5,26,4,False,0
PMSingularValueDecompositionTest,PMSingularValueDecompositionTest88,PMSingularValueDecomposition,66.67,66.67,0.00,14,26,189,0,0,3,0,3,0,133,0,14,2,9,14,False,0
PMSymmetricMatrixTest,PMSymmetricMatrixTest28,PMSymmetricMatrix,65.82,77.22,11.39,4,221,41,19,1,27,9,18,7,95,0,4,2,79,4,False,0
PMTrapezoidStepperTest,PMTrapezoidStepperTest34,PMTrapezoidStepper,64.86,94.59,29.73,5,32,68,73,1,13,11,2,0,12,1,5,3,37,5,False,0
PMVectorTest,PMVectorTest94,PMVector,78.89,84.44,5.56,33,209,127,37,5,19,5,14,11,561,2,15,2,90,33,False,4
