className,amplifiedClass,targets,mutationScoreBefore,mutationScoreAfter,mutationImprove,numberOfOriginalTestMethods,targetLoc,testLoc,testAmpLoc,n_amplifiedMethods,n_notCoveredInOriginal,n_newCovered,n_notCoveredInAmplified,n_methodsNotProfiled,timeTotal,max_number_of_changes,numberOfProcessedMethods,testClassTimeToRunInMillis,numberOfAllMutationsInOriginal,numberOfTestMethodsBeforeShreding,timeBudgetFinished,duplicateMutants
ZnHtmlOutputStreamTest,ZnHtmlOutputStreamTest88,ZnHtmlOutputStream,75.00,75.00,0.00,14,212,80,0,0,6,0,6,5,29,0,14,2,24,14,False,0
ZnImageExampleDelegateTest,ZnImageExampleDelegateTest14,ZnImageExampleDelegate,58.14,58.14,0.00,3,77,51,0,0,18,0,18,1,802,0,1,1196,43,3,True,0
ZnLimitedReadStreamTest,ZnLimitedReadStreamTest58,ZnLimitedReadStream,58.90,68.49,9.59,10,124,71,68,3,30,7,23,4,136,2,10,1,73,10,False,0
ZnLineReaderTest,ZnLineReaderTest28,ZnLineReader,65.00,70.00,5.00,4,48,24,0,0,14,2,12,0,41,0,4,2,40,4,False,0
ZnMessageBenchmarkTest,ZnMessageBenchmarkTest16,ZnMessageBenchmark,80.00,80.00,0.00,2,156,20,0,0,6,0,6,3,220,0,2,503,30,2,False,0
ZnMimeTypeTest,ZnMimeTypeTest76,ZnMimeType,53.46,66.04,12.58,12,374,100,112,4,74,20,54,4,156,1,12,2,159,12,False,0
ZnMultiValueDictionaryTest,ZnMultiValueDictionaryTest28,ZnMultiValueDictionary,60.53,73.68,13.16,4,62,38,43,2,15,5,10,3,15,1,4,2,38,4,False,0
ZnNewLineWriterStreamTest,ZnNewLineWriterStreamTest16,ZnNewLineWriterStream,86.36,86.36,0.00,2,41,24,0,0,3,0,3,0,4,0,2,2,22,2,False,0
ZnPercentEncoderTest,ZnPercentEncoderTest46,ZnPercentEncoder,93.33,95.56,2.22,7,88,48,0,0,3,1,2,2,54,0,7,2,45,7,False,0
ZnPositionableReadStreamTest,ZnPositionableReadStreamTest80,ZnPositionableReadStream,76.39,81.94,5.56,14,157,168,40,2,17,4,13,2,477,1,14,12,72,14,False,0
ZnReadEvalPrintDelegateTest,ZnReadEvalPrintDelegateTest6,ZnReadEvalPrintDelegate,47.22,47.22,0.00,1,54,24,0,0,19,0,19,3,15,0,0,30,36,1,False,0
ZnRequestLineTest,ZnRequestLineTest28,ZnRequestLine,20.29,26.09,5.80,4,102,20,19,1,55,4,51,3,16,0,4,1,69,4,False,0
ZnRequestTest,ZnRequestTest46,ZnRequest,39.29,53.57,14.29,7,178,93,40,1,51,12,39,11,153,0,7,5,84,7,False,0
ZnResourceMetaUtilsTest,ZnResourceMetaUtilsTest22,ZnResourceMetaUtils,57.14,57.14,0.00,3,112,18,0,0,6,0,6,0,6,0,3,2,14,3,False,0
ZnResponseTest,ZnResponseTest62,ZnResponse,25.56,43.33,17.78,12,275,132,81,2,67,16,51,16,418,2,12,177,90,12,False,0
ZnStaticFileDecoratorDelegateTest,ZnStaticFileDecoratorDelegateTest9,ZnStaticFileDecoratorDelegate,80.00,80.00,0.00,1,23,15,0,0,2,0,2,0,7,0,1,2,10,1,False,0
ZnStaticFileServerDelegateTest,ZnStaticFileServerDelegateTest34,ZnStaticFileServerDelegate,47.73,47.73,0.00,5,130,133,0,0,46,0,46,3,458,0,5,132,88,5,False,0
ZnStatusLineTest,ZnStatusLineTest46,ZnStatusLine,28.07,29.82,1.75,7,146,38,13,1,41,1,40,3,45,1,7,1,57,7,False,0
ZnUserAgentSessionTest,ZnUserAgentSessionTest22,ZnUserAgentSession,20.00,40.00,20.00,3,26,20,16,1,8,2,6,4,6,0,3,1,10,3,False,0
