className,amplifiedClass,targets,mutationScoreBefore,mutationScoreAfter,mutationImprove,numberOfOriginalTestMethods,targetLoc,testLoc,testAmpLoc,n_amplifiedMethods,n_notCoveredInOriginal,n_newCovered,n_notCoveredInAmplified,n_methodsNotProfiled,timeTotal,max_number_of_changes,numberOfProcessedMethods,testClassTimeToRunInMillis,numberOfAllMutationsInOriginal,numberOfTestMethodsBeforeShreding,timeBudgetFinished,duplicateMutants
WACurrentRequestContextTest,WACurrentRequestContextTest16,WACurrentRequestContext,0.00,0.00,0.00,2,4,6,0,0,1,0,1,0,2,0,2,1,1,2,False,0
WADispatcherTest,WADispatcherTest88,WADispatcher,36.67,46.67,10.00,14,81,44,45,3,19,3,16,5,200,1,14,9,30,3,False,0
WADocumentHandlerTest,WADocumentHandlerTest76,WADocumentHandler,47.37,73.68,26.32,12,41,12,26,1,10,5,5,1,179,0,12,3,19,1,False,0
WAEnterpriseAuberginesStrategyTest,WAEnterpriseAuberginesStrategyTest88,WAEnterpriseAuberginesStrategy,23.81,23.81,0.00,14,28,24,0,0,16,0,16,0,55,0,14,5,21,3,False,0
WAErrorHandlerTest,WAErrorHandlerTest70,WAErrorHandler,38.46,38.46,0.00,11,18,30,0,0,8,0,8,0,67,0,11,4,13,4,False,0
WAFileHandlerTest1To5,WAFileHandlerTest100,WAFileHandler,65.38,73.08,7.69,16,62,67,12,1,9,2,7,1,291,1,16,10,26,5,False,0
WAFileLibraryTest,WAFileLibraryTest16,WAFileLibrary,57.58,57.58,0.00,17,123,14,0,0,14,0,14,7,212,0,2,2,33,17,False,0
WAFileMetadataLibraryTest,WAFileMetadataLibraryTest82,WAFileMetadataLibrary,46.34,46.34,0.00,13,178,145,0,0,22,0,22,12,95,0,13,37,41,13,False,0
WAFileTest,WAFileTest40,WAFile,89.47,92.11,2.63,6,38,47,11,1,4,1,3,0,20,0,6,2,38,6,False,0
WAFormTagTest,WAFormTagTest31,WAFormTag,91.67,91.67,0.00,5,39,50,0,0,2,0,2,0,13,0,5,6,24,5,False,0
WAHeaderFieldsTest1To5,WAHeaderFieldsTest211,WAHeaderFields,83.33,83.33,0.00,35,10,70,0,0,3,0,3,0,345,0,35,5,18,5,False,0
WAHtmlAttributesTest,WAHtmlAttributesTest51,WAHtmlAttributes,94.74,94.74,0.00,8,40,83,0,0,1,0,1,1,52,0,8,3,19,8,False,0
WAHttpVersionTest,WAHttpVersionTest88,WAHttpVersion,86.21,94.25,8.05,14,73,124,82,5,12,7,5,0,31,3,14,2,87,14,False,0
WAIPSessionTrackingStrategyTest,WAIPSessionTrackingStrategyTest40,WAIPSessionTrackingStrategy,50.00,50.00,0.00,6,6,10,0,0,1,0,1,0,12,0,6,3,2,0,False,0
WAKeyGeneratorTest,WAKeyGeneratorTest10,WAKeyGenerator,66.67,66.67,0.00,1,40,11,0,0,1,0,1,4,15,0,1,11,3,1,False,0
WALegacyRedirectionHandlerTest,WALegacyRedirectionHandlerTest10,WALegacyRedirectionHandler,0.00,0.00,0.00,1,12,18,0,0,1,0,1,0,2,0,1,3,1,1,False,0
WALocaleTest,WALocaleTest46,WALocale,78.38,78.38,0.00,7,153,59,0,0,8,0,8,1,17,0,7,1,37,7,False,0
WAMergedRequestFieldsTest1To15,WAMergedRequestFieldsTest38,WAMergedRequestFields,96.77,100.00,3.23,15,56,142,16,1,1,1,0,1,4,0,1,5,31,16,False,0
WAMimeDocumentTest,WAMimeDocumentTest40,WAMimeDocument,18.75,21.88,3.12,6,51,40,13,1,26,1,25,0,60,0,6,1,32,6,False,0
WAMimeTypeTest,WAMimeTypeTest76,WAMimeType,77.17,81.10,3.94,12,223,112,0,0,29,5,24,2,45,0,12,2,127,12,False,0
WAMutexTest,WAMutexTest20,WAMutex,88.89,88.89,0.00,6,23,101,0,0,1,0,1,0,320,0,1,2,9,6,False,0
WAObjectTest,WAObjectTest16,WAObject,50.00,50.00,0.00,2,13,11,0,0,2,0,2,0,5,0,2,2,4,2,False,0
WAPharoEncoderTest,WAPharoEncoderTest85,WAPharoEncoder,66.67,75.36,8.70,14,78,54,118,3,23,6,17,12,109,3,14,4,69,5,False,0
WARegistryTest,WARegistryTest82,WARegistry,44.00,52.00,8.00,13,126,46,18,1,14,2,12,11,180,2,13,4,25,2,False,0
WARenderContextTest,WARenderContextTest13,WARenderContext,53.33,53.33,0.00,2,79,26,0,0,14,0,14,10,6,0,2,2,30,2,False,0
WARenderLoopContinuationTest,WARenderLoopContinuationTest10,WARenderLoopContinuation,10.00,10.00,0.00,1,77,11,0,0,18,0,18,5,2,0,1,1,20,1,False,0
WARequestContextTest,WARequestContextTest10,WARequestContext,12.33,34.25,21.92,1,170,15,84,1,64,16,48,6,24,0,1,1,73,1,False,0
WARequestTest,WARequestTest58,WARequest,64.42,75.96,11.54,9,212,91,56,1,37,12,25,11,120,0,9,2,104,9,False,0
WAResponseGeneratorTest,WAResponseGeneratorTest31,WAResponseGenerator,40.00,40.00,0.00,5,100,35,0,0,9,0,9,3,117,0,5,5,15,5,False,0
WAServerManagerTest,WAServerManagerTest22,WAServerManager,54.76,69.05,14.29,3,74,52,35,1,19,6,13,2,21,1,3,1,42,3,False,0
WASessionTest,WASessionTest10,WASession,41.18,50.00,8.82,1,99,54,30,1,20,3,17,7,13,0,1,5,34,1,False,0
WAStreamedResponseTest1To9,WAStreamedResponseTest156,WAStreamedResponse,86.36,86.36,0.00,34,56,82,0,0,3,0,3,1,221,0,34,4,22,9,False,0
WAUnidirectionalCacheTest,WAUnidirectionalCacheTest18,WAUnidirectionalCache,80.00,100.00,20.00,5,31,25,17,1,1,1,0,2,2,0,1,2,5,1,False,0
WAXmlCanvasTest,WAXmlCanvasTest9,WAXmlCanvas,33.33,33.33,0.00,1,25,12,0,0,2,0,2,1,1,0,1,1,3,1,False,0
