className,amplifiedClass,targets,mutationScoreBefore,mutationScoreAfter,mutationImprove,numberOfOriginalTestMethods,targetLoc,testLoc,testAmpLoc,n_amplifiedMethods,n_notCoveredInOriginal,n_newCovered,n_notCoveredInAmplified,n_methodsNotProfiled,timeTotal,max_number_of_changes,numberOfProcessedMethods,testClassTimeToRunInMillis,numberOfAllMutationsInOriginal,numberOfTestMethodsBeforeShreding,timeBudgetFinished,duplicateMutants
PMBDF2SolverTest,PMBDF2SolverTest28,PMBDF2Solver,60.47,81.40,20.93,4,72,77,28,1,17,9,8,0,114,2,4,2,43,4,False,0
PMBDF2StepperTest,PMBDF2StepperTest34,PMBDF2Stepper,94.44,94.44,0.00,5,15,94,0,0,1,0,1,0,23,0,5,121,18,5,False,0
PMBDF3SolverTest,PMBDF3SolverTest22,PMBDF3Solver,64.63,64.63,0.00,3,101,74,0,0,29,0,29,0,20,0,3,4,82,3,False,0
PMBDF3StepperTest,PMBDF3StepperTest28,PMBDF3Stepper,95.24,95.24,0.00,4,15,58,0,0,1,0,1,0,8,0,4,3,21,4,False,0
PMBDF4SolverTest,PMBDF4SolverTest22,PMBDF4Solver,64.71,64.71,0.00,3,148,82,0,0,36,0,36,0,24,0,3,5,102,3,False,0
PMBDF4StepperTest,PMBDF4StepperTest28,PMBDF4Stepper,95.83,95.83,0.00,4,17,80,0,0,1,0,1,0,8,0,4,2,24,4,False,0
PMBernoulliGeneratorTest,PMBernoulliGeneratorTest28,PMBernoulliGenerator,76.47,94.12,17.65,4,29,21,30,2,4,3,1,0,7,2,4,2,17,4,False,0
PMBinomialGeneratorTest,PMBinomialGeneratorTest18,PMBinomialGenerator,83.33,91.67,8.33,3,24,41,19,1,2,1,1,0,241,0,2,153,12,3,False,0
PMClusterFinderTest,PMClusterFinderTest22,PMClusterFinder,79.31,82.76,3.45,3,77,57,18,1,6,1,5,1,34,0,3,37,29,3,False,0
PMComplexTest16To30,PMComplexTest70,PMComplex,74.52,74.52,0.00,15,460,98,26,2,93,2,93,13,833,3,9,3,365,67,True,0
PMComplexTest31To45,PMComplexTest78,PMComplex,74.25,76.99,2.74,15,460,107,79,3,94,10,84,14,809,2,11,3,365,67,True,0
PMComplexTest46To60,PMComplexTest73,PMComplex,74.52,75.07,0.55,15,460,98,32,2,93,2,91,14,813,1,10,3,365,67,True,0
PMComplexTest61To67,PMComplexTest46,PMComplex,74.25,75.34,1.10,7,460,44,62,4,94,4,90,15,497,1,7,3,365,67,False,0
PMCovarianceAccumulatorTest,PMCovarianceAccumulatorTest10,PMCovarianceAccumulator,90.00,90.00,0.00,1,27,22,0,0,1,0,1,0,6,0,1,1,10,1,False,0
PMDataHolderTest,PMDataHolderTest10,PMDataHolder,0.00,100.00,100.00,1,4,4,18,1,1,1,0,0,3,1,1,0,1,1,False,0
PMDecimalFloatingNumberTest,PMDecimalFloatingNumberTest52,PMDecimalFloatingNumber,95.00,95.00,0.00,8,53,69,0,0,1,0,1,0,56,0,8,2,20,8,False,0
PMDualNumberTest16To30,PMDualNumberTest94,PMDualNumber,94.12,94.96,0.84,15,153,147,0,0,7,1,6,4,205,0,15,3,119,30,False,0
PMDualNumberTest1To15,PMDualNumberTest94,PMDualNumber,94.12,94.12,0.00,15,153,138,0,0,7,0,7,4,125,0,15,2,119,30,False,0
PMErrorAsParameterFunctionTest,PMErrorAsParameterFunctionTest28,PMErrorAsParameterFunction,65.00,70.00,5.00,4,40,26,0,0,7,1,6,0,10,0,4,7,20,4,False,0
PMErrorMinimizerTest,PMErrorMinimizerTest10,PMErrorMinimizer,66.67,66.67,0.00,1,17,11,0,0,1,0,1,1,3,0,1,2,3,1,False,0
PMErrorOfParameterFunctionTest,PMErrorOfParameterFunctionTest58,PMErrorOfParameterFunction,74.29,77.14,2.86,9,97,84,27,2,27,3,24,0,101,0,9,7,105,9,False,0
PMExponentialDistributionTest,PMExponentialDistributionTest10,PMExponentialDistribution,17.50,20.00,2.50,1,82,8,14,1,33,1,32,6,5,3,1,3,40,1,False,0
PMExponentialGeneratorTest,PMExponentialGeneratorTest14,PMExponentialGenerator,90.00,100.00,10.00,3,25,21,12,1,1,1,0,0,2,0,1,4,10,3,False,0
PMFishmanMooreRandomGeneratorTest,PMFishmanMooreRandomGeneratorTest10,PMFishmanMooreRandomGenerator,30.00,70.00,40.00,1,13,8,30,1,7,4,3,1,3,0,1,1,10,1,False,0
PMFixpointTest,PMFixpointTest40,PMFixpoint,39.47,57.89,18.42,6,103,97,150,5,46,15,32,1,209,2,6,109,76,6,False,0
PMFunctionFitTest,PMFunctionFitTest16,PMFunctionFit,46.15,66.67,20.51,2,55,26,66,2,21,8,13,2,7,1,2,7,39,2,False,0
PMGaussianGeneratorTest,PMGaussianGeneratorTest9,PMGaussianGenerator,86.36,95.45,9.09,1,27,29,0,0,3,2,1,0,92,0,1,17,22,1,False,0
PMHeunStepperTest,PMHeunStepperTest34,PMHeunStepper,92.31,92.31,0.00,5,18,94,0,0,1,0,1,0,13,0,5,3,13,5,False,0
PMHyperDualNumberTest16To28,PMHyperDualNumberTest81,PMHyperDualNumber,82.17,88.54,6.37,13,172,239,90,5,28,10,18,1,212,1,13,3,157,28,False,0
PMHyperDualNumberTest1To15,PMHyperDualNumberTest94,PMHyperDualNumber,82.17,89.17,7.01,15,172,295,129,6,28,11,17,3,230,1,15,3,157,28,False,0
PMImplicitMidpointSolverTest,PMImplicitMidpointSolverTest10,PMImplicitMidpointSolver,42.86,42.86,0.00,1,19,8,0,0,4,0,4,0,3,0,1,1,7,1,False,0
PMImplicitMidpointStepperTest,PMImplicitMidpointStepperTest34,PMImplicitMidpointStepper,93.75,93.75,0.00,5,19,71,0,0,1,0,1,0,14,0,5,4,16,5,False,0
PMJacobiTransformationTest,PMJacobiTransformationTest16,PMJacobiTransformation,15.29,17.65,2.35,2,142,15,20,1,72,2,70,1,24,1,2,1,85,2,False,0
PMKDTreeTest,PMKDTreeTest33,PMKDTree,92.50,92.50,0.00,13,62,131,0,0,3,0,3,0,808,0,1,3632,40,13,True,0
PMKolmogorovSmirnov1SampleTest,PMKolmogorovSmirnov1SampleTest34,PMKolmogorovSmirnov1Sample,72.73,90.91,18.18,5,40,47,0,0,3,2,1,1,162,0,5,164,11,5,False,0
PMKolmogorovSmirnov2SampleTest,PMKolmogorovSmirnov2SampleTest28,PMKolmogorovSmirnov2Sample,85.45,90.91,5.45,4,94,50,0,0,8,3,5,1,107,0,4,4,55,4,False,0
PMKolmogorovsDistributionTest,PMKolmogorovsDistributionTest22,PMKolmogorovsDistribution,78.38,78.38,0.00,3,51,36,0,0,16,0,16,1,7,0,3,2,74,3,False,0
PMLaplaceGeneratorTest,PMLaplaceGeneratorTest10,PMLaplaceGenerator,33.33,66.67,33.33,1,12,4,12,1,2,1,1,0,1,0,1,0,3,1,False,0
PMMidpointStepperTest,PMMidpointStepperTest40,PMMidpointStepper,93.33,93.33,0.00,6,18,118,0,0,1,0,1,0,17,0,6,20,15,6,False,0
PMMultivariateNormalDistributionTest,PMMultivariateNormalDistributionTest27,PMMultivariateNormalDistribution,76.19,85.71,9.52,4,50,27,26,2,5,2,3,2,21,1,4,3,21,4,False,0
PMNDArrayTest,PMNDArrayTest94,PMNDArray,97.44,97.44,0.00,15,82,162,0,0,1,0,1,2,85,0,15,2,39,15,False,0
PMNNStoreTest,PMNNStoreTest76,PMNNStore,92.06,95.24,3.17,12,75,146,0,0,5,2,3,0,87,0,12,4,63,12,False,0
PMODESystemTest,PMODESystemTest28,PMODESystem,60.00,80.00,20.00,4,12,27,13,1,2,1,1,0,7,0,4,1,5,4,False,0
PMPermutationTest16To20,PMPermutationTest34,PMPermutation,93.94,93.94,0.00,5,237,66,0,0,6,0,6,2,156,0,5,19,99,20,False,0
PMPermutationTest1To15,PMPermutationTest94,PMPermutation,93.94,93.94,0.00,15,237,197,0,0,6,0,6,2,335,0,15,3,99,20,False,0
PMPoissonGeneratorTest,PMPoissonGeneratorTest28,PMPoissonGenerator,90.00,90.00,0.00,4,35,24,0,0,1,0,1,0,45,0,4,3,10,4,False,0
PMPolynomialTest16To21,PMPolynomialTest40,PMPolynomial,82.84,84.33,1.49,6,168,58,25,1,23,2,21,8,99,1,6,1,134,21,False,0
PMPolynomialTest1To15,PMPolynomialTest94,PMPolynomial,82.84,85.82,2.99,15,168,140,42,2,23,4,19,4,197,2,15,3,134,21,False,0
PMQuaternionTest16To30,PMQuaternionTest94,PMQuaternion,75.92,82.27,6.35,15,387,83,142,6,72,19,53,5,618,3,15,2,299,31,False,0
PMRungeKuttaStepperTest,PMRungeKuttaStepperTest40,PMRungeKuttaStepper,96.00,96.00,0.00,6,22,93,0,0,1,0,1,0,13,0,6,4,25,6,False,0
PMSimpleParameterFunctionTest,PMSimpleParameterFunctionTest28,PMSimpleParameterFunction,88.46,96.15,7.69,4,57,32,27,2,3,2,1,0,10,0,4,6,26,4,False,0
PMSingularValueDecompositionTest,PMSingularValueDecompositionTest88,PMSingularValueDecomposition,66.67,66.67,0.00,14,26,189,0,0,3,0,3,0,141,0,14,3,9,14,False,0
PMSymmetricMatrixTest,PMSymmetricMatrixTest28,PMSymmetricMatrix,65.82,78.48,12.66,4,221,41,44,2,27,10,17,7,84,2,4,2,79,4,False,0
PMTrapezoidStepperTest,PMTrapezoidStepperTest34,PMTrapezoidStepper,64.86,94.59,29.73,5,32,68,95,2,13,11,2,0,17,1,5,4,37,5,False,0
PMVectorTest16To30,PMVectorTest94,PMVector,78.89,83.33,4.44,15,209,128,35,2,19,4,15,12,370,1,15,2,90,33,False,0
PMVectorTest1To15,PMVectorTest94,PMVector,78.89,81.11,2.22,15,209,132,12,1,19,2,17,9,220,1,15,2,90,33,False,0
PMVectorTest31To33,PMVectorTest22,PMVector,78.89,78.89,0.00,3,209,28,0,0,19,0,19,18,52,0,3,2,90,33,False,0
